,Date,Trip_ID,Stop_Name,Latitude,Longitude,Visit_Time,Visit_Duration_Min,Travel_Next_Min,Day_Of_Week,Month,Hour,Is_Weekend,Traffic_Level,Stop_Encoded,Cluster,Stop_Frequency,Avg_Stop_Time,Daily_Visits,Route_Efficiency
D2,2026-03-18,TRP-0163,Outlet 5,17.412,78.498,1900-01-01 08:30:00,31,40,Wednesday,March,8,0,2,28,4,43,28.72093023255814,2,0.7560975609756098
D2,2026-03-20,TRP-0164,Clinic B,17.392,78.496,1900-01-01 12:45:00,10,33,Friday,March,12,0,1,5,4,39,28.384615384615383,1,0.29411764705882354
D2,2026-03-29,TRP-0165,Mall 2,17.425,78.525,1900-01-01 15:15:00,60,24,Sunday,March,15,1,1,18,0,32,27.375,1,2.4
D2,2026-04-03,TRP-0166,Outlet 3,17.365,78.478,1900-01-01 11:15:00,44,21,Friday,April,11,0,1,26,2,29,24.620689655172413,2,2.0
D2,2026-04-04,TRP-0167,Railway Station,17.432,78.498,1900-01-01 08:30:00,50,20,Saturday,April,8,1,2,33,0,37,27.62162162162162,2,2.380952380952381
D2,2026-04-09,TRP-0168,Factory 1,17.46,78.55,1900-01-01 11:00:00,20,30,Thursday,April,11,0,1,9,0,36,24.38888888888889,1,0.6451612903225806
D2,2026-04-11,TRP-0169,Store A,17.385,78.486,1900-01-01 13:45:00,22,38,Saturday,April,13,1,1,39,4,38,28.526315789473685,1,0.5641025641025641
D2,2026-04-13,TRP-0170,Store D,17.4,78.5,1900-01-01 15:15:00,11,45,Monday,April,15,0,1,42,4,50,29.36,1,0.2391304347826087
D2,2026-04-14,TRP-0171,Hub South,17.33,78.44,1900-01-01 16:15:00,43,16,Tuesday,April,16,0,1,15,1,33,27.272727272727273,1,2.5294117647058822
D2,2026-04-22,TRP-0172,Store J,17.395,78.505,1900-01-01 15:30:00,46,29,Wednesday,April,15,0,1,48,4,34,28.352941176470587,1,1.5333333333333334
D2,2026-04-23,TRP-0173,Store D,17.4,78.5,1900-01-01 14:15:00,19,34,Thursday,April,14,0,1,42,4,50,29.36,1,0.5428571428571428
D2,2026-04-25,TRP-0174,Market 2,17.385,78.508,1900-01-01 08:45:00,37,36,Saturday,April,8,1,2,20,4,41,27.073170731707318,3,1.0
D2,2026-04-26,TRP-0175,Park A,17.418,78.518,1900-01-01 08:00:00,47,20,Sunday,April,8,1,2,29,0,29,26.79310344827586,1,2.238095238095238
D2,2026-04-28,TRP-0176,Bank A,17.388,78.482,1900-01-01 12:45:00,22,42,Tuesday,April,12,0,1,1,4,36,27.166666666666668,1,0.5116279069767442
D2,2026-05-08,TRP-0177,Store C,17.375,78.48,1900-01-01 08:15:00,10,18,Friday,May,8,0,2,41,2,41,29.146341463414632,1,0.5263157894736842
D2,2026-05-11,TRP-0178,Office B,17.405,78.515,1900-01-01 12:15:00,57,14,Monday,May,12,0,1,22,4,28,22.071428571428573,1,3.8
D2,2026-05-12,TRP-0179,Clinic B,17.392,78.496,1900-01-01 14:00:00,38,33,Tuesday,May,14,0,1,5,4,39,28.384615384615383,2,1.1176470588235294
D2,2026-05-13,TRP-0180,Bank A,17.388,78.482,1900-01-01 08:15:00,21,23,Wednesday,May,8,0,2,1,4,36,27.166666666666668,1,0.875
D2,2026-05-16,TRP-0181,Bank A,17.388,78.482,1900-01-01 13:00:00,28,19,Saturday,May,13,1,1,1,4,36,27.166666666666668,1,1.4
D2,2026-05-18,TRP-0182,School 2,17.408,78.512,1900-01-01 15:45:00,15,18,Monday,May,15,0,1,37,4,49,26.6734693877551,1,0.7894736842105263
D2,2026-05-19,TRP-0183,Clinic A,17.382,78.483,1900-01-01 09:30:00,52,21,Tuesday,May,9,0,2,4,4,42,28.404761904761905,1,2.3636363636363638
D2,2026-05-20,TRP-0184,Clinic B,17.392,78.496,1900-01-01 15:30:00,58,13,Wednesday,May,15,0,1,5,4,39,28.384615384615383,1,4.142857142857143
D2,2026-05-22,TRP-0185,Clinic A,17.382,78.483,1900-01-01 12:00:00,33,14,Friday,May,12,0,1,4,4,42,28.404761904761905,1,2.2
D2,2026-05-23,TRP-0186,Store F,17.41,78.51,1900-01-01 13:45:00,12,17,Saturday,May,13,1,1,44,4,31,24.774193548387096,1,0.6666666666666666
D2,2026-05-27,TRP-0187,Pharmacy 2,17.405,78.495,1900-01-01 16:15:00,18,12,Wednesday,May,16,0,1,32,4,33,26.454545454545453,1,1.3846153846153846
D2,2026-06-02,TRP-0188,School 1,17.372,78.468,1900-01-01 12:45:00,26,34,Tuesday,June,12,0,1,36,2,30,28.1,1,0.7428571428571429
D2,2026-06-03,TRP-0189,Store A,17.385,78.486,1900-01-01 16:00:00,39,24,Wednesday,June,16,0,1,39,4,38,28.526315789473685,1,1.56
D2,2026-06-08,TRP-0190,Hotel B,17.378,78.476,1900-01-01 09:45:00,44,32,Monday,June,9,0,2,12,2,40,25.2,1,1.3333333333333333
D2,2026-06-10,TRP-0191,Hub North,17.45,78.54,1900-01-01 16:00:00,13,30,Wednesday,June,16,0,1,14,0,53,27.39622641509434,1,0.41935483870967744
D2,2026-06-11,TRP-0192,Restaurant 2,17.362,78.462,1900-01-01 15:30:00,30,20,Thursday,June,15,0,1,35,2,38,24.55263157894737,1,1.4285714285714286
D2,2026-06-12,TRP-0193,Warehouse 1,17.44,78.53,1900-01-01 13:45:00,16,33,Friday,June,13,0,1,51,0,38,27.92105263157895,1,0.47058823529411764
D2,2026-06-14,TRP-0194,Office C,17.415,78.485,1900-01-01 13:00:00,50,29,Sunday,June,13,1,1,23,4,34,27.852941176470587,1,1.6666666666666667
D2,2026-06-22,TRP-0195,Tech Park 2,17.355,78.458,1900-01-01 08:30:00,17,33,Monday,June,8,0,2,50,2,38,26.289473684210527,1,0.5
D2,2026-06-26,TRP-0196,Store D,17.4,78.5,1900-01-01 10:00:00,27,24,Friday,June,10,0,2,42,4,50,29.36,1,1.08
D2,2026-06-27,TRP-0197,Factory 2,17.32,78.43,1900-01-01 16:00:00,48,29,Saturday,June,16,1,1,10,1,40,27.15,1,1.6
D2,2026-06-30,TRP-0198,Hotel A,17.388,78.492,1900-01-01 14:45:00,49,38,Tuesday,June,14,0,1,11,4,44,28.045454545454547,1,1.2564102564102564
D2,2026-07-01,TRP-0199,Community Center,17.362,78.484,1900-01-01 16:30:00,36,16,Wednesday,July,16,0,1,6,2,33,26.363636363636363,1,2.1176470588235294
D2,2026-07-05,TRP-0200,Outlet 4,17.398,78.472,1900-01-01 10:15:00,34,44,Sunday,July,10,1,2,27,4,35,27.114285714285714,2,0.7555555555555555
D2,2026-07-07,TRP-0201,Factory 1,17.46,78.55,1900-01-01 12:15:00,47,37,Tuesday,July,12,0,1,9,0,36,24.38888888888889,1,1.236842105263158
D2,2026-07-10,TRP-0202,Store B,17.39,78.495,1900-01-01 09:15:00,34,23,Friday,July,9,0,2,40,4,37,26.35135135135135,1,1.4166666666666667
D2,2026-07-11,TRP-0203,Warehouse 1,17.44,78.53,1900-01-01 08:00:00,33,33,Saturday,July,8,1,2,51,0,38,27.92105263157895,1,0.9705882352941176
D2,2026-07-12,TRP-0204,Store G,17.42,78.49,1900-01-01 10:00:00,51,14,Sunday,July,10,1,2,45,4,47,30.80851063829787,2,3.4
D2,2026-07-21,TRP-0205,Store B,17.39,78.495,1900-01-01 14:15:00,54,14,Tuesday,July,14,0,1,40,4,37,26.35135135135135,1,3.6
D2,2026-07-22,TRP-0206,Hotel B,17.378,78.476,1900-01-01 14:45:00,26,17,Wednesday,July,14,0,1,12,2,40,25.2,1,1.4444444444444444
D2,2026-07-23,TRP-0207,Store B,17.39,78.495,1900-01-01 16:00:00,22,14,Thursday,July,16,0,1,40,4,37,26.35135135135135,1,1.4666666666666666
D2,2026-07-24,TRP-0208,Airport Gate,17.24,78.43,1900-01-01 14:30:00,14,30,Friday,July,14,0,1,0,1,46,28.369565217391305,1,0.45161290322580644
D2,2026-07-28,TRP-0209,Park A,17.418,78.518,1900-01-01 09:30:00,55,24,Tuesday,July,9,0,2,29,0,29,26.79310344827586,1,2.2
D2,2026-08-02,TRP-0210,Outlet 3,17.365,78.478,1900-01-01 10:45:00,26,19,Sunday,August,10,1,2,26,2,29,24.620689655172413,1,1.3
D2,2026-08-05,TRP-0211,Airport Gate,17.24,78.43,1900-01-01 13:15:00,46,28,Wednesday,August,13,0,1,0,1,46,28.369565217391305,1,1.5862068965517242
D2,2026-08-07,TRP-0212,Pharmacy 1,17.375,78.472,1900-01-01 16:45:00,23,41,Friday,August,16,0,1,31,2,24,27.541666666666668,1,0.5476190476190477
D2,2026-08-08,TRP-0213,Outlet 1,17.385,78.49,1900-01-01 09:30:00,13,20,Saturday,August,9,1,2,24,4,35,27.82857142857143,1,0.6190476190476191
D2,2026-08-10,TRP-0214,Outlet 1,17.385,78.49,1900-01-01 16:00:00,19,43,Monday,August,16,0,1,24,4,35,27.82857142857143,1,0.4318181818181818
D2,2026-08-11,TRP-0215,Tech Park 1,17.425,78.515,1900-01-01 11:30:00,24,17,Tuesday,August,11,0,1,49,0,35,24.485714285714284,2,1.3333333333333333
D2,2026-08-14,TRP-0216,Store D,17.4,78.5,1900-01-01 08:45:00,35,42,Friday,August,8,0,2,42,4,50,29.36,2,0.813953488372093
D2,2026-08-15,TRP-0217,Bank A,17.388,78.482,1900-01-01 08:00:00,18,37,Saturday,August,8,1,2,1,4,36,27.166666666666668,1,0.47368421052631576
D2,2026-08-16,TRP-0218,Hub East,17.395,78.55,1900-01-01 08:15:00,37,30,Sunday,August,8,1,2,13,0,39,27.94871794871795,1,1.1935483870967742
D2,2026-08-22,TRP-0219,Hub South,17.33,78.44,1900-01-01 15:45:00,11,23,Saturday,August,15,1,1,15,1,33,27.272727272727273,1,0.4583333333333333
D2,2026-08-27,TRP-0220,Warehouse 1,17.44,78.53,1900-01-01 11:00:00,12,19,Thursday,August,11,0,1,51,0,38,27.92105263157895,1,0.6
D2,2026-09-02,TRP-0221,Store I,17.43,78.52,1900-01-01 11:45:00,26,41,Wednesday,September,11,0,1,47,0,41,28.170731707317074,1,0.6190476190476191
D2,2026-09-09,TRP-0222,Outlet 3,17.365,78.478,1900-01-01 14:45:00,32,36,Wednesday,September,14,0,1,26,2,29,24.620689655172413,1,0.8648648648648649
D2,2026-09-11,TRP-0223,Hub West,17.395,78.43,1900-01-01 16:15:00,30,44,Friday,September,16,0,1,16,3,49,29.20408163265306,2,0.6666666666666666
D2,2026-09-12,TRP-0224,Outlet 1,17.385,78.49,1900-01-01 08:00:00,58,41,Saturday,September,8,1,2,24,4,35,27.82857142857143,1,1.380952380952381
D2,2026-09-17,TRP-0225,Outlet 5,17.412,78.498,1900-01-01 10:00:00,38,25,Thursday,September,10,0,2,28,4,43,28.72093023255814,1,1.4615384615384615
D2,2026-09-18,TRP-0226,Store C,17.375,78.48,1900-01-01 15:15:00,14,25,Friday,September,15,0,1,41,2,41,29.146341463414632,1,0.5384615384615384
D2,2026-09-20,TRP-0227,Bank A,17.388,78.482,1900-01-01 09:15:00,44,23,Sunday,September,9,1,2,1,4,36,27.166666666666668,1,1.8333333333333333
D2,2026-09-21,TRP-0228,Park A,17.418,78.518,1900-01-01 13:15:00,55,13,Monday,September,13,0,1,29,0,29,26.79310344827586,1,3.9285714285714284
D2,2026-09-25,TRP-0229,School 2,17.408,78.512,1900-01-01 15:15:00,19,39,Friday,September,15,0,1,37,4,49,26.6734693877551,1,0.475
D2,2026-09-29,TRP-0230,Market 2,17.385,78.508,1900-01-01 09:15:00,41,16,Tuesday,September,9,0,2,20,4,41,27.073170731707318,1,2.411764705882353
D2,2026-09-30,TRP-0231,Store D,17.4,78.5,1900-01-01 10:15:00,18,25,Wednesday,September,10,0,2,42,4,50,29.36,1,0.6923076923076923
D2,2026-10-02,TRP-0232,Outlet 4,17.398,78.472,1900-01-01 09:15:00,57,16,Friday,October,9,0,2,27,4,35,27.114285714285714,1,3.3529411764705883
D2,2026-10-03,TRP-0233,Office A,17.38,78.475,1900-01-01 09:30:00,20,43,Saturday,October,9,1,2,21,2,32,28.09375,1,0.45454545454545453
D2,2026-10-04,TRP-0234,Hub North,17.45,78.54,1900-01-01 13:15:00,42,44,Sunday,October,13,1,1,14,0,53,27.39622641509434,1,0.9333333333333333
D2,2026-10-15,TRP-0235,Office B,17.405,78.515,1900-01-01 14:15:00,44,38,Thursday,October,14,0,1,22,4,28,22.071428571428573,2,1.1282051282051282
D2,2026-10-16,TRP-0236,Community Center,17.362,78.484,1900-01-01 15:30:00,52,38,Friday,October,15,0,1,6,2,33,26.363636363636363,1,1.3333333333333333
D2,2026-10-23,TRP-0237,Railway Station,17.432,78.498,1900-01-01 08:30:00,10,26,Friday,October,8,0,2,33,0,37,27.62162162162162,1,0.37037037037037035
D2,2026-10-26,TRP-0238,School 2,17.408,78.512,1900-01-01 12:00:00,49,36,Monday,October,12,0,1,37,4,49,26.6734693877551,1,1.3243243243243243
D2,2026-10-27,TRP-0239,Outlet 2,17.375,78.505,1900-01-01 12:45:00,14,29,Tuesday,October,12,0,1,25,4,34,26.205882352941178,1,0.4666666666666667
D2,2026-10-28,TRP-0240,Warehouse 1,17.44,78.53,1900-01-01 13:15:00,17,14,Wednesday,October,13,0,1,51,0,38,27.92105263157895,1,1.1333333333333333
D2,2026-10-29,TRP-0241,Depot B,17.345,78.455,1900-01-01 12:15:00,25,12,Thursday,October,12,0,1,8,2,43,28.790697674418606,1,1.9230769230769231
D2,2026-10-31,TRP-0242,Factory 1,17.46,78.55,1900-01-01 12:45:00,35,43,Saturday,October,12,1,1,9,0,36,24.38888888888889,1,0.7954545454545454
D2,2026-11-01,TRP-0243,Tech Park 2,17.355,78.458,1900-01-01 12:15:00,29,25,Sunday,November,12,1,1,50,2,38,26.289473684210527,1,1.1153846153846154
D2,2026-11-03,TRP-0244,Store B,17.39,78.495,1900-01-01 11:15:00,22,10,Tuesday,November,11,0,1,40,4,37,26.35135135135135,1,2.0
D2,2026-11-08,TRP-0245,Store H,17.35,78.46,1900-01-01 12:30:00,40,17,Sunday,November,12,1,1,46,2,39,25.41025641025641,2,2.2222222222222223
D2,2026-11-09,TRP-0246,Factory 2,17.32,78.43,1900-01-01 09:45:00,53,30,Monday,November,9,0,2,10,1,40,27.15,1,1.7096774193548387
D2,2026-11-11,TRP-0247,Store G,17.42,78.49,1900-01-01 14:45:00,37,36,Wednesday,November,14,0,1,45,4,47,30.80851063829787,1,1.0
D2,2026-11-13,TRP-0248,Restaurant 2,17.362,78.462,1900-01-01 08:30:00,31,10,Friday,November,8,0,2,35,2,38,24.55263157894737,1,2.8181818181818183
D2,2026-11-22,TRP-0249,School 1,17.372,78.468,1900-01-01 09:45:00,44,42,Sunday,November,9,1,2,36,2,30,28.1,1,1.0232558139534884
D2,2026-11-23,TRP-0250,Store D,17.4,78.5,1900-01-01 14:00:00,41,20,Monday,November,14,0,1,42,4,50,29.36,1,1.9523809523809523
D2,2026-11-24,TRP-0251,Depot B,17.345,78.455,1900-01-01 09:30:00,17,18,Tuesday,November,9,0,2,8,2,43,28.790697674418606,1,0.8947368421052632
D2,2026-11-26,TRP-0252,Bank A,17.388,78.482,1900-01-01 12:30:00,29,44,Thursday,November,12,0,1,1,4,36,27.166666666666668,1,0.6444444444444445
D2,2026-11-29,TRP-0253,Bus Terminal,17.384,78.456,1900-01-01 11:00:00,37,37,Sunday,November,11,1,1,3,2,42,25.738095238095237,1,0.9736842105263158
D2,2026-12-03,TRP-0254,Clinic B,17.392,78.496,1900-01-01 13:30:00,60,19,Thursday,December,13,0,1,5,4,39,28.384615384615383,1,3.0
D2,2026-12-04,TRP-0255,Restaurant 1,17.402,78.502,1900-01-01 08:00:00,43,40,Friday,December,8,0,2,34,4,32,30.96875,1,1.048780487804878
D2,2026-12-07,TRP-0256,Market 1,17.395,78.488,1900-01-01 12:45:00,57,26,Monday,December,12,0,1,19,4,52,25.71153846153846,1,2.111111111111111
D2,2026-12-11,TRP-0257,Store J,17.395,78.505,1900-01-01 10:45:00,29,13,Friday,December,10,0,2,48,4,34,28.352941176470587,1,2.0714285714285716
D2,2026-12-13,TRP-0258,Restaurant 1,17.402,78.502,1900-01-01 13:45:00,44,33,Sunday,December,13,1,1,34,4,32,30.96875,1,1.2941176470588236
D2,2026-12-14,TRP-0259,Clinic A,17.382,78.483,1900-01-01 08:30:00,19,42,Monday,December,8,0,2,4,4,42,28.404761904761905,1,0.4418604651162791
D2,2026-12-15,TRP-0260,Community Center,17.362,78.484,1900-01-01 12:15:00,48,23,Tuesday,December,12,0,1,6,2,33,26.363636363636363,1,2.0
D2,2026-12-20,TRP-0261,School 1,17.372,78.468,1900-01-01 10:00:00,22,15,Sunday,December,10,1,2,36,2,30,28.1,1,1.375
D2,2026-12-23,TRP-0262,Clinic A,17.382,78.483,1900-01-01 13:30:00,58,38,Wednesday,December,13,0,1,4,4,42,28.404761904761905,1,1.4871794871794872
D2,2026-12-25,TRP-0263,Factory 1,17.46,78.55,1900-01-01 09:30:00,55,20,Friday,December,9,0,2,9,0,36,24.38888888888889,1,2.619047619047619
D2,2026-12-29,TRP-0264,Bank B,17.398,78.498,1900-01-01 09:00:00,43,26,Tuesday,December,9,0,2,2,4,29,29.17241379310345,1,1.5925925925925926
D3,2026-01-03,TRP-0265,Market 2,17.385,78.508,1900-01-01 12:30:00,39,37,Saturday,January,12,1,1,20,4,41,27.073170731707318,1,1.0263157894736843
D3,2026-01-05,TRP-0266,Community Center,17.362,78.484,1900-01-01 09:00:00,42,32,Monday,January,9,0,2,6,2,33,26.363636363636363,1,1.2727272727272727
D3,2026-01-10,TRP-0267,Clinic B,17.392,78.496,1900-01-01 15:30:00,35,20,Saturday,January,15,1,1,5,4,39,28.384615384615383,2,1.6666666666666667
D3,2026-01-12,TRP-0268,Depot A,17.435,78.535,1900-01-01 11:00:00,23,34,Monday,January,11,0,1,7,0,41,28.926829268292682,1,0.6571428571428571
D3,2026-01-15,TRP-0269,Bus Terminal,17.384,78.456,1900-01-01 08:00:00,13,23,Thursday,January,8,0,2,3,2,42,25.738095238095237,1,0.5416666666666666
D3,2026-01-19,TRP-0270,Restaurant 2,17.362,78.462,1900-01-01 13:45:00,36,10,Monday,January,13,0,1,35,2,38,24.55263157894737,1,3.272727272727273
D3,2026-01-20,TRP-0271,Outlet 5,17.412,78.498,1900-01-01 14:00:00,14,27,Tuesday,January,14,0,1,28,4,43,28.72093023255814,1,0.5
D3,2026-01-24,TRP-0272,Depot B,17.345,78.455,1900-01-01 08:15:00,54,37,Saturday,January,8,1,2,8,2,43,28.790697674418606,1,1.4210526315789473
D3,2026-01-29,TRP-0273,Outlet 3,17.365,78.478,1900-01-01 10:00:00,54,42,Thursday,January,10,0,2,26,2,29,24.620689655172413,1,1.255813953488372
D3,2026-01-30,TRP-0274,Office A,17.38,78.475,1900-01-01 13:45:00,56,35,Friday,January,13,0,1,21,2,32,28.09375,1,1.5555555555555556
D3,2026-01-31,TRP-0275,Market 2,17.385,78.508,1900-01-01 16:45:00,21,43,Saturday,January,16,1,1,20,4,41,27.073170731707318,1,0.4772727272727273
D3,2026-02-01,TRP-0276,Pharmacy 2,17.405,78.495,1900-01-01 15:30:00,46,14,Sunday,February,15,1,1,32,4,33,26.454545454545453,1,3.066666666666667
D3,2026-02-02,TRP-0277,Airport Gate,17.24,78.43,1900-01-01 16:15:00,30,40,Monday,February,16,0,1,0,1,46,28.369565217391305,1,0.7317073170731707
D3,2026-02-03,TRP-0278,Market 2,17.385,78.508,1900-01-01 15:45:00,37,34,Tuesday,February,15,0,1,20,4,41,27.073170731707318,1,1.0571428571428572
D3,2026-02-04,TRP-0279,Park B,17.358,78.458,1900-01-01 15:15:00,39,27,Wednesday,February,15,0,1,30,2,33,24.484848484848484,1,1.3928571428571428
D3,2026-02-08,TRP-0280,Hotel B,17.378,78.476,1900-01-01 10:15:00,18,11,Sunday,February,10,1,2,12,2,40,25.2,1,1.5
D3,2026-02-09,TRP-0281,Tech Park 1,17.425,78.515,1900-01-01 13:15:00,12,10,Monday,February,13,0,1,49,0,35,24.485714285714284,1,1.0909090909090908
D3,2026-02-11,TRP-0282,Store J,17.395,78.505,1900-01-01 09:45:00,16,38,Wednesday,February,9,0,2,48,4,34,28.352941176470587,1,0.41025641025641024
D3,2026-02-14,TRP-0283,Warehouse 2,17.34,78.45,1900-01-01 08:45:00,12,16,Saturday,February,8,1,2,52,2,30,24.766666666666666,1,0.7058823529411765
D3,2026-02-19,TRP-0284,Store D,17.4,78.5,1900-01-01 16:15:00,25,34,Thursday,February,16,0,1,42,4,50,29.36,1,0.7142857142857143
D3,2026-02-25,TRP-0285,Factory 1,17.46,78.55,1900-01-01 09:45:00,17,23,Wednesday,February,9,0,2,9,0,36,24.38888888888889,2,0.7083333333333334
D3,2026-02-28,TRP-0286,Airport Gate,17.24,78.43,1900-01-01 15:45:00,48,42,Saturday,February,15,1,1,0,1,46,28.369565217391305,2,1.1162790697674418
D3,2026-03-11,TRP-0287,Factory 1,17.46,78.55,1900-01-01 16:30:00,44,14,Wednesday,March,16,0,1,9,0,36,24.38888888888889,1,2.933333333333333
D3,2026-03-12,TRP-0288,Office B,17.405,78.515,1900-01-01 10:30:00,18,14,Thursday,March,10,0,2,22,4,28,22.071428571428573,1,1.2
D3,2026-03-14,TRP-0289,Hub East,17.395,78.55,1900-01-01 13:00:00,37,18,Saturday,March,13,1,1,13,0,39,27.94871794871795,1,1.9473684210526316
D3,2026-03-15,TRP-0290,Railway Station,17.432,78.498,1900-01-01 15:45:00,42,43,Sunday,March,15,1,1,33,0,37,27.62162162162162,1,0.9545454545454546
D3,2026-03-16,TRP-0291,Hotel B,17.378,78.476,1900-01-01 09:45:00,41,25,Monday,March,9,0,2,12,2,40,25.2,1,1.5769230769230769
D3,2026-03-17,TRP-0292,Airport Gate,17.24,78.43,1900-01-01 10:00:00,50,20,Tuesday,March,10,0,2,0,1,46,28.369565217391305,1,2.380952380952381
D3,2026-03-19,TRP-0293,Mall 1,17.37,78.465,1900-01-01 14:45:00,57,35,Thursday,March,14,0,1,17,2,39,29.71794871794872,2,1.5833333333333333
D3,2026-03-20,TRP-0294,Community Center,17.362,78.484,1900-01-01 12:15:00,38,29,Friday,March,12,0,1,6,2,33,26.363636363636363,1,1.2666666666666666
D3,2026-03-24,TRP-0295,Outlet 4,17.398,78.472,1900-01-01 14:00:00,35,12,Tuesday,March,14,0,1,27,4,35,27.114285714285714,1,2.6923076923076925
D3,2026-03-26,TRP-0296,Depot B,17.345,78.455,1900-01-01 09:00:00,11,35,Thursday,March,9,0,2,8,2,43,28.790697674418606,2,0.3055555555555556
D3,2026-03-28,TRP-0297,Outlet 3,17.365,78.478,1900-01-01 16:00:00,21,35,Saturday,March,16,1,1,26,2,29,24.620689655172413,1,0.5833333333333334
D3,2026-04-01,TRP-0298,Store H,17.35,78.46,1900-01-01 15:00:00,51,35,Wednesday,April,15,0,1,46,2,39,25.41025641025641,1,1.4166666666666667
D3,2026-04-05,TRP-0299,Depot A,17.435,78.535,1900-01-01 15:45:00,39,12,Sunday,April,15,1,1,7,0,41,28.926829268292682,1,3.0
D3,2026-04-06,TRP-0300,Mall 1,17.37,78.465,1900-01-01 16:00:00,38,18,Monday,April,16,0,1,17,2,39,29.71794871794872,1,2.0
D3,2026-04-11,TRP-0301,Park B,17.358,78.458,1900-01-01 11:45:00,38,21,Saturday,April,11,1,1,30,2,33,24.484848484848484,2,1.7272727272727273
D3,2026-04-13,TRP-0302,Hub East,17.395,78.55,1900-01-01 12:45:00,27,41,Monday,April,12,0,1,13,0,39,27.94871794871795,1,0.6428571428571429
D3,2026-04-15,TRP-0303,Hub East,17.395,78.55,1900-01-01 10:30:00,13,36,Wednesday,April,10,0,2,13,0,39,27.94871794871795,1,0.35135135135135137
D3,2026-04-17,TRP-0304,Hub West,17.395,78.43,1900-01-01 09:30:00,36,17,Friday,April,9,0,2,16,3,49,29.20408163265306,1,2.0
D3,2026-04-20,TRP-0305,Outlet 4,17.398,78.472,1900-01-01 09:15:00,32,24,Monday,April,9,0,2,27,4,35,27.114285714285714,1,1.28
D3,2026-04-22,TRP-0306,Hotel A,17.388,78.492,1900-01-01 09:45:00,16,30,Wednesday,April,9,0,2,11,4,44,28.045454545454547,1,0.5161290322580645
D3,2026-04-23,TRP-0307,Office A,17.38,78.475,1900-01-01 16:30:00,18,45,Thursday,April,16,0,1,21,2,32,28.09375,1,0.391304347826087
D3,2026-04-25,TRP-0308,Shopping Center,17.445,78.527,1900-01-01 12:00:00,22,32,Saturday,April,12,1,1,38,0,39,29.94871794871795,1,0.6666666666666666
D3,2026-05-02,TRP-0309,Bus Terminal,17.384,78.456,1900-01-01 16:15:00,35,11,Saturday,May,16,1,1,3,2,42,25.738095238095237,2,2.9166666666666665
D3,2026-05-07,TRP-0310,Park B,17.358,78.458,1900-01-01 08:15:00,58,31,Thursday,May,8,0,2,30,2,33,24.484848484848484,1,1.8125
D3,2026-05-10,TRP-0311,Hub North,17.45,78.54,1900-01-01 16:00:00,15,42,Sunday,May,16,1,1,14,0,53,27.39622641509434,1,0.3488372093023256
D3,2026-05-14,TRP-0312,Store A,17.385,78.486,1900-01-01 14:45:00,11,12,Thursday,May,14,0,1,39,4,38,28.526315789473685,1,0.8461538461538461
D3,2026-05-17,TRP-0313,Store D,17.4,78.5,1900-01-01 09:00:00,31,44,Sunday,May,9,1,2,42,4,50,29.36,1,0.6888888888888889
D3,2026-05-19,TRP-0314,Hub North,17.45,78.54,1900-01-01 15:00:00,27,36,Tuesday,May,15,0,1,14,0,53,27.39622641509434,1,0.7297297297297297
D3,2026-05-26,TRP-0315,Outlet 1,17.385,78.49,1900-01-01 09:15:00,18,20,Tuesday,May,9,0,2,24,4,35,27.82857142857143,1,0.8571428571428571
D3,2026-05-28,TRP-0316,Market 1,17.395,78.488,1900-01-01 10:15:00,48,34,Thursday,May,10,0,2,19,4,52,25.71153846153846,1,1.3714285714285714
D3,2026-05-29,TRP-0317,Tech Park 1,17.425,78.515,1900-01-01 09:45:00,30,29,Friday,May,9,0,2,49,0,35,24.485714285714284,2,1.0
D3,2026-05-30,TRP-0318,Store F,17.41,78.51,1900-01-01 14:15:00,33,30,Saturday,May,14,1,1,44,4,31,24.774193548387096,1,1.064516129032258
D3,2026-05-31,TRP-0319,Tech Park 2,17.355,78.458,1900-01-01 09:15:00,17,43,Sunday,May,9,1,2,50,2,38,26.289473684210527,1,0.38636363636363635
D3,2026-06-01,TRP-0320,Mall 1,17.37,78.465,1900-01-01 14:30:00,24,34,Monday,June,14,0,1,17,2,39,29.71794871794872,1,0.6857142857142857
D3,2026-06-08,TRP-0321,Park A,17.418,78.518,1900-01-01 16:15:00,55,43,Monday,June,16,0,1,29,0,29,26.79310344827586,1,1.25
D3,2026-06-12,TRP-0322,Depot B,17.345,78.455,1900-01-01 15:00:00,51,44,Friday,June,15,0,1,8,2,43,28.790697674418606,1,1.1333333333333333
D3,2026-06-16,TRP-0323,Clinic A,17.382,78.483,1900-01-01 15:30:00,27,16,Tuesday,June,15,0,1,4,4,42,28.404761904761905,1,1.588235294117647
D3,2026-06-17,TRP-0324,Bus Terminal,17.384,78.456,1900-01-01 16:30:00,57,34,Wednesday,June,16,0,1,3,2,42,25.738095238095237,1,1.6285714285714286
D3,2026-06-20,TRP-0325,Outlet 3,17.365,78.478,1900-01-01 15:45:00,38,37,Saturday,June,15,1,1,26,2,29,24.620689655172413,1,1.0
D3,2026-06-21,TRP-0326,Store B,17.39,78.495,1900-01-01 11:30:00,59,21,Sunday,June,11,1,1,40,4,37,26.35135135135135,1,2.6818181818181817
